CustomerID,recency,frequency,monetary,R,F,M,rfm_seg,rfm_score,label
12644,129,1,477.91,2,1,2,212,5,inactive
12645,33,4,1775.18,3,3,4,334,10,potential
12646,4,2,1346.97,4,3,3,433,10,potential
12647,21,12,3722.82,4,4,4,444,12,VIP
12648,154,1,318.05,2,1,2,212,5,inactive
12649,106,3,623.51,2,3,2,232,7,active
12650,2,1,314.44,4,1,2,412,7,new
12651,334,1,114.0,1,1,1,111,3,inactive
12652,330,1,919.98,1,1,3,113,5,other
12653,148,2,2209.85,2,3,4,234,9,rich
12654,10,5,601.98,4,4,2,442,10,other
12656,16,5,4051.17,4,4,4,444,12,VIP
12657,10,4,1643.18,4,3,4,434,11,VIP
12658,18,1,686.05,4,1,3,413,8,other
12659,29,1,91.68,3,1,1,311,5,new
12660,10,1,245.1,4,1,2,412,7,new
12662,0,11,3849.78,4,4,4,444,12,VIP
12664,7,9,4881.88,4,4,4,444,12,VIP
12665,324,1,63.0,1,1,1,111,3,inactive
12667,57,1,620.13,3,1,2,312,6,new
12668,11,4,3807.15,4,3,4,434,11,VIP
12669,150,3,2744.03,2,3,4,234,9,rich
12670,9,5,2996.05,4,4,4,444,12,VIP
12672,329,1,225.9,1,1,1,111,3,inactive
12673,4,2,610.52,4,3,2,432,9,active
12674,38,4,1970.6,3,3,4,334,10,potential
12676,24,6,1331.39,3,4,3,343,10,potential
12678,41,12,17628.46,3,4,4,344,11,VIP
12679,58,4,1113.02,3,3,3,333,9,potential
12680,0,4,862.81,4,3,3,433,10,potential
12681,14,22,13787.54,4,4,4,444,12,VIP
12682,3,31,12288.22,4,4,4,444,12,VIP
12683,3,15,8476.57,4,4,4,444,12,VIP
12684,7,7,2283.63,4,4,4,444,12,VIP
12685,27,6,2863.08,3,4,4,344,11,VIP
12686,371,1,89.14,1,1,1,111,3,inactive
12688,113,1,4873.81,2,1,4,214,7,rich
12689,25,2,1247.61,3,3,3,333,9,potential
12690,205,1,389.01,1,1,2,112,4,inactive
12691,27,6,1035.8,3,4,3,343,10,potential
12693,126,4,855.91,2,3,3,233,8,active
12694,69,2,869.67,3,3,3,333,9,potential
12695,6,4,582.1,4,3,2,432,9,active
12697,28,3,957.59,3,3,3,333,9,potential
12700,7,4,4939.99,4,3,4,434,11,VIP
12701,79,2,797.71,2,3,3,233,8,active
12702,19,1,219.0,4,1,1,411,6,new
12703,70,1,283.55,3,1,2,312,6,new
12704,6,8,2340.84,4,4,4,444,12,VIP
12705,14,9,6868.29,4,4,4,444,12,VIP
12707,291,1,603.42,1,1,2,112,4,inactive
12708,29,10,2712.91,3,4,4,344,11,VIP
12709,14,15,9736.52,4,4,4,444,12,VIP
12710,96,3,1149.02,2,3,3,233,8,active
12712,28,13,4396.13,3,4,4,344,11,VIP
12713,0,1,848.55,4,1,3,413,8,other
12714,8,5,4708.86,4,4,4,444,12,VIP
12715,105,1,353.86,2,1,2,212,5,inactive
12716,3,2,1053.49,4,3,3,433,10,potential
12717,150,2,1030.98,2,3,3,233,8,active
12718,70,1,238.25,3,1,1,311,5,new
12719,4,2,644.95,4,3,3,433,10,potential
12720,2,25,5781.73,4,4,4,444,12,VIP
12721,31,6,2656.13,3,4,4,344,11,VIP
12722,84,4,997.63,2,3,3,233,8,active
12723,3,5,725.07,4,4,3,443,11,VIP
12724,4,4,1031.41,4,3,3,433,10,potential
12725,370,1,427.8,1,1,2,112,4,inactive
12726,27,7,2609.1,3,4,4,344,11,VIP
12727,10,7,3980.7,4,4,4,444,12,VIP
12728,70,4,836.33,3,3,3,333,9,potential
12729,113,1,453.01,2,1,2,212,5,inactive
12731,23,12,18895.91,3,4,4,344,11,VIP
12732,179,1,236.26,2,1,1,211,4,inactive
12733,233,1,383.95,1,1,2,112,4,inactive
12734,352,1,110.4,1,1,1,111,3,inactive
12735,314,2,779.57,1,3,3,133,7,active
12736,332,1,234.0,1,1,1,111,3,inactive
12738,371,1,155.35,1,1,1,111,3,inactive
12739,77,2,1013.04,2,3,3,233,8,active
12740,63,1,427.6,3,1,2,312,6,new
12743,133,2,546.43,2,3,2,232,7,active
12744,51,7,21279.29,3,4,4,344,11,VIP
12747,1,11,4196.01,4,4,4,444,12,VIP
12748,0,209,33719.73,4,4,4,444,12,VIP
12749,3,5,4090.88,4,4,4,444,12,VIP
12750,128,1,275.88,2,1,2,212,5,inactive
12752,80,1,4366.78,2,1,4,214,7,rich
12753,22,6,21429.39,4,4,4,444,12,VIP
12754,235,3,3010.74,1,3,4,134,8,rich
12755,280,2,3811.95,1,3,4,134,8,rich
12756,86,1,112.08,2,1,1,211,4,inactive
12757,15,13,7857.1,4,4,4,444,12,VIP
12758,116,2,2791.59,2,3,4,234,9,rich
12759,51,3,1531.44,3,3,3,333,9,potential
12762,7,2,1898.52,4,3,4,434,11,VIP
12763,137,2,494.08,2,3,2,232,7,active
12764,316,1,1693.88,1,1,4,114,6,rich
12766,3,7,6989.63,4,4,4,444,12,VIP
12769,238,1,1143.6,1,1,3,113,5,other
12770,210,1,1351.45,1,1,3,113,5,other
12772,59,1,892.47,3,1,3,313,7,other
12775,16,5,1386.04,4,4,3,443,11,VIP
12778,19,6,822.23,4,4,3,443,11,VIP
12779,37,8,3981.36,3,4,4,344,11,VIP
12781,63,2,826.74,3,3,3,333,9,potential
12782,4,5,2330.92,4,4,4,444,12,VIP
12783,1,6,2225.91,4,4,4,444,12,VIP
12784,8,2,574.42,4,3,2,432,9,active
12785,363,1,311.95,1,1,2,112,4,inactive
12787,9,3,463.66,4,3,2,432,9,active
12789,64,1,91.85,3,1,1,311,5,new
12790,191,1,324.92,2,1,2,212,5,inactive
12791,373,1,192.6,1,1,1,111,3,inactive
12792,256,1,400.54,1,1,2,112,4,inactive
12793,334,2,545.48,1,3,2,132,6,active
12794,52,2,860.41,3,3,3,333,9,potential
12795,18,1,430.48,4,1,2,412,7,new
12797,365,1,254.03,1,1,2,112,4,inactive
12798,9,3,6977.04,4,3,4,434,11,VIP
12802,186,1,427.58,2,1,2,212,5,inactive
12808,36,3,483.65,3,3,2,332,8,active
12809,177,1,489.31,2,1,2,212,5,inactive
12811,260,3,514.85,1,3,2,132,6,active
12812,44,1,229.64,3,1,1,311,5,new
12814,101,1,125.92,2,1,1,211,4,inactive
12815,147,2,1063.46,2,3,3,233,8,active
12816,95,2,572.2,2,3,2,232,7,active
12817,280,1,166.04,1,1,1,111,3,inactive
12818,261,1,1542.08,1,1,3,113,5,other
12820,2,4,942.34,4,3,3,433,10,potential
12821,213,1,92.72,1,1,1,111,3,inactive
12822,70,2,948.88,3,3,3,333,9,potential
12823,74,5,1759.5,2,4,4,244,10,other
12824,59,1,397.12,3,1,2,312,6,new
12826,2,7,1474.72,4,4,3,443,11,VIP
12827,5,3,430.15,4,3,2,432,9,active
12828,2,6,1018.71,4,4,3,443,11,VIP
12829,336,2,293.0,1,3,2,132,6,active
12830,37,6,6814.64,3,4,4,344,11,VIP
12831,261,1,215.05,1,1,1,111,3,inactive
12832,31,2,383.03,3,3,2,332,8,active
12833,144,1,417.38,2,1,2,212,5,inactive
12834,282,1,312.38,1,1,2,112,4,inactive
12836,58,4,2612.86,3,3,4,334,10,potential
12837,172,1,134.1,2,1,1,211,4,inactive
12838,33,2,683.13,3,3,3,333,9,potential
12839,2,14,5591.42,4,4,4,444,12,VIP
12840,143,4,2726.77,2,3,4,234,9,rich
12841,4,25,4022.35,4,4,4,444,12,VIP
12842,69,2,1118.99,3,3,3,333,9,potential
12843,65,8,1702.26,3,4,4,344,11,VIP
12844,28,2,325.96,3,3,2,332,8,active
12845,266,4,354.09,1,3,2,132,6,active
12847,21,1,871.54,4,1,3,413,8,other
12849,30,2,1050.89,3,3,3,333,9,potential
12851,96,1,135.18,2,1,1,211,4,inactive
12852,294,1,311.55,1,1,2,112,4,inactive
12853,134,6,1957.1,2,4,4,244,10,other
12854,78,3,1324.5,2,3,3,233,8,active
12855,372,1,38.1,1,1,1,111,3,inactive
12856,7,6,2179.93,4,4,4,444,12,VIP
12857,210,2,1106.4,1,3,3,133,7,active
12863,51,1,521.2,3,1,2,312,6,new
12864,137,1,147.12,2,1,1,211,4,inactive
12865,25,2,1568.23,3,3,3,333,9,potential
12866,282,1,559.12,1,1,2,112,4,inactive
12867,25,7,4036.82,3,4,4,344,11,VIP
12868,185,6,1607.06,2,4,3,243,9,active
12871,83,2,380.64,2,3,2,232,7,active
12872,326,2,599.97,1,3,2,132,6,active
12873,281,1,374.0,1,1,2,112,4,inactive
12875,142,2,343.23,2,3,2,232,7,active
12876,57,2,2218.02,3,3,4,334,10,potential
12877,3,12,1535.77,4,4,3,443,11,VIP
12878,235,2,854.99,1,3,3,133,7,active
12879,44,3,573.22,3,3,2,332,8,active
12881,275,1,298.0,1,1,2,112,4,inactive
12882,8,2,1463.04,4,3,3,433,10,potential
12883,24,4,703.47,3,3,3,333,9,potential
12884,87,1,309.05,2,1,2,212,5,inactive
12885,62,3,1175.22,3,3,3,333,9,potential
12886,67,2,1378.4,3,3,3,333,9,potential
12888,213,2,354.12,1,3,2,132,6,active
12890,23,1,380.47,3,1,2,312,6,new
12891,185,3,331.0,2,3,2,232,7,active
12893,30,1,188.14,3,1,1,311,5,new
12895,41,2,372.8,3,3,2,332,8,active
12897,204,2,216.5,1,3,1,131,5,other
12901,8,28,17654.54,4,4,4,444,12,VIP
12902,264,1,138.68,1,1,1,111,3,inactive
12904,17,2,509.58,4,3,2,432,9,active
12906,11,5,2919.81,4,4,4,444,12,VIP
12908,175,2,750.0,2,3,3,233,8,active
12909,39,5,2178.67,3,4,4,344,11,VIP
12910,22,8,3075.04,4,4,4,444,12,VIP
12912,2,5,1662.3,4,4,4,444,12,VIP
12913,4,5,2483.63,4,4,4,444,12,VIP
12915,148,2,363.65,2,3,2,232,7,active
12916,138,4,3006.15,2,3,4,234,9,rich
12917,127,1,594.0,2,1,2,212,5,inactive
12919,7,6,1335.19,4,4,3,443,11,VIP
12920,16,1,164.23,4,1,1,411,6,new
12921,8,37,16587.09,4,4,4,444,12,VIP
12922,160,1,405.38,2,1,2,212,5,inactive
12923,63,1,176.97,3,1,1,311,5,new
12924,87,4,933.7,2,3,3,233,8,active
12925,4,2,694.05,4,3,3,433,10,potential
12928,34,5,2062.7,3,4,4,344,11,VIP
12929,311,1,117.85,1,1,1,111,3,inactive
12930,77,2,415.8,2,3,2,232,7,active
12931,21,15,42055.96,4,4,4,444,12,VIP
12933,23,3,607.53,3,3,2,332,8,active
12935,1,7,2160.7,4,4,4,444,12,VIP
12936,16,4,1063.9,4,3,3,433,10,potential
12937,14,4,1504.27,4,3,3,433,10,potential
12938,25,1,114.14,3,1,1,311,5,new
12939,63,8,11581.8,3,4,4,344,11,VIP
12940,54,2,913.54,3,3,3,333,9,potential
12942,130,3,683.9,2,3,3,233,8,active
12944,35,2,604.51,3,3,2,332,8,active
12945,287,1,462.95,1,1,2,112,4,inactive
12947,143,6,1603.99,2,4,3,243,9,active
12948,15,7,2064.95,4,4,4,444,12,VIP
12949,30,8,4167.22,3,4,4,344,11,VIP
12950,1,3,1843.0,4,3,4,434,11,VIP
12951,8,6,1064.07,4,4,3,443,11,VIP
12952,5,4,1387.79,4,3,3,433,10,potential
12953,9,1,329.85,4,1,2,412,7,new
12955,0,11,4757.16,4,4,4,444,12,VIP
12956,305,1,108.07,1,1,1,111,3,inactive
12957,9,8,4017.54,4,4,4,444,12,VIP
12962,6,2,266.39,4,3,2,432,9,active
12963,7,8,1856.63,4,4,4,444,12,VIP
12965,88,1,771.91,2,1,3,213,6,other
12966,9,1,160.18,4,1,1,411,6,new
12967,357,2,1660.9,1,3,4,134,8,rich
12968,111,1,135.95,2,1,1,211,4,inactive
12970,6,4,452.24,4,3,2,432,9,active
12971,3,86,11189.91,4,4,4,444,12,VIP
12974,197,1,144.8,2,1,1,211,4,inactive
12976,211,1,738.6,1,1,3,113,5,other
12977,155,1,39.24,2,1,1,211,4,inactive
12980,157,9,7374.9,2,4,4,244,10,other
12981,29,2,372.22,3,3,2,332,8,active
12982,242,1,390.54,1,1,2,112,4,inactive
12984,18,1,97.5,4,1,1,411,6,new
12985,0,2,1239.38,4,3,3,433,10,potential
12987,73,2,558.7,2,3,2,232,7,active
12988,291,1,535.32,1,1,2,112,4,inactive
12989,2,15,6924.11,4,4,4,444,12,VIP
12990,30,3,409.5,3,3,2,332,8,active
12991,22,2,503.76,4,3,2,432,9,active
12993,22,4,414.76,4,3,2,432,9,active
12994,3,3,974.42,4,3,3,433,10,potential
12995,84,1,211.32,2,1,1,211,4,inactive
12997,21,4,1226.89,4,3,3,433,10,potential
12999,195,3,455.88,2,3,2,232,7,active
13000,106,3,534.85,2,3,2,232,7,active
13001,3,13,9818.82,4,4,4,444,12,VIP
13002,317,1,120.95,1,1,1,111,3,inactive
13003,105,3,149.05,2,3,1,231,6,active
13004,11,18,5655.91,4,4,4,444,12,VIP
13005,173,2,513.7,2,3,2,232,7,active
13006,55,1,81.57,3,1,1,311,5,new
13008,322,1,229.47,1,1,1,111,3,inactive
13011,371,1,50.55,1,1,1,111,3,inactive
13012,8,8,1661.84,4,4,4,444,12,VIP
13013,0,13,4810.94,4,4,4,444,12,VIP
13014,10,10,3466.28,4,4,4,444,12,VIP
13015,52,5,3346.28,3,4,4,344,11,VIP
13016,72,3,789.89,2,3,3,233,8,active
13017,6,1,204.0,4,1,1,411,6,new
13018,15,28,7277.7,4,4,4,444,12,VIP
13021,3,9,2616.38,4,4,4,444,12,VIP
13023,63,2,689.9,3,3,3,333,9,potential
13026,0,5,975.36,4,4,3,443,11,VIP
13027,113,6,6912.0,2,4,4,244,10,other
13028,22,2,661.32,4,3,3,433,10,potential
13029,30,3,1247.5,3,3,3,333,9,potential
13030,10,2,799.48,4,3,3,433,10,potential
13032,51,2,1010.18,3,3,3,333,9,potential
13033,356,1,190.55,1,1,1,111,3,inactive
13034,54,2,642.77,3,3,3,333,9,potential
13035,73,2,921.88,2,3,3,233,8,active
13037,137,3,881.07,2,3,3,233,8,active
13038,79,3,908.46,2,3,3,233,8,active
13040,8,2,676.99,4,3,3,433,10,potential
13043,272,1,516.42,1,1,2,112,4,inactive
13044,290,1,560.47,1,1,2,112,4,inactive
13045,98,1,305.28,2,1,2,212,5,inactive
13046,30,2,629.31,3,3,2,332,8,active
13047,31,10,3237.54,3,4,4,344,11,VIP
13048,13,4,1835.91,4,3,4,434,11,VIP
13049,63,2,656.68,3,3,3,333,9,potential
13050,14,17,5836.86,4,4,4,444,12,VIP
13052,211,1,348.15,1,1,2,112,4,inactive
13055,77,3,1214.41,2,3,3,233,8,active
13058,24,3,271.4,3,3,2,332,8,active
13059,249,1,183.4,1,1,1,111,3,inactive
13060,253,1,307.53,1,1,2,112,4,inactive
13061,71,1,248.61,3,1,2,312,6,new
13062,190,1,346.98,2,1,2,212,5,inactive
13064,12,4,1119.49,4,3,3,433,10,potential
13065,372,1,205.86,1,1,1,111,3,inactive
13066,23,2,470.8,3,3,2,332,8,active
13067,81,1,115.46,2,1,1,211,4,inactive
13068,9,2,344.0,4,3,2,432,9,active
13069,0,24,4436.12,4,4,4,444,12,VIP
13070,191,1,228.8,2,1,1,211,4,inactive
13072,266,1,177.15,1,1,1,111,3,inactive
13075,129,1,919.61,2,1,3,213,6,other
13077,0,4,729.27,4,3,3,433,10,potential
13078,2,26,12627.94,4,4,4,444,12,VIP
13079,3,5,220.1,4,4,1,441,9,active
13080,178,1,58.08,2,1,1,211,4,inactive
13081,11,11,28337.38,4,4,4,444,12,VIP
13082,125,9,3613.63,2,4,4,244,10,other
13083,3,2,303.75,4,3,2,432,9,active
13085,157,2,416.08,2,3,2,232,7,active
13089,2,97,58825.83,4,4,4,444,12,VIP
13090,8,14,8910.82,4,4,4,444,12,VIP
13091,27,1,345.82,3,1,2,312,6,new
13092,70,5,477.83,3,4,2,342,9,active
13093,275,8,7832.47,1,4,4,144,9,active
